mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;Basis-jaarlijks;Beginjaar;Bestrijdingsmiddelen;Bodemtype (detail);Bodemtype (grof);Ecokleurenkoers;Fysisch-chemisch;Gemeente;KRW-biologie;Landgebruik 2015;Meetpuntsoort;Naam water;Plaatsnaam;Publicatie op internet 1;Quickscan-vegetatie;Type watergang;Vistrajecten;Vlakdekkende vegetatieopnamen;Waterbreedte in m (in het veld geschat);Waterbreedte in m (legger);Waterdiepte in m (legger);Waterlichaamcode;Waterlichaamnaam;Watertype waterlichaam;Zwemwater
01121;OVERSCHIESE PLASJES 2e plas Parallelstraat Oost;88595;440248;SCHIEL;Schieland;1;;M27;;;1996;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;1;Overige watergang;;;300;7;0,7;;;;
01122;GEMAAL ACHTERDIJK via brug Molensgl vo krooshek;89470;439598;SCHIEL;Schieland;1;sleutel;-;;1;1997;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;11;0,8;;;;
01123;GEMAAL TALUDWEG Adrichemweg vo krooshek;89147;438207;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;5;0,7;;;;
01124;ZWEMBAD KRALINGER ESCH va steiger natuurbad;95685;436458;SCHIEL;Schieland;1;afspraak met beheerder;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;5;0,8;;;;1
01125;Meidoornsingel, hoek Peppelweg;92200;441430;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;9;0,9;;;;
01126;WATERGANG Erasmussingel thv Amerbachstraat Rdam;91398;440224;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;8;0,9;;;;
01127;Singel Kastanjeplein noordzijde bij Kastanjesingel;91708;441486;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;23,8;0,9;;;;
01128;Singel Abeelweg, hoek Populierenlaan;92438;442020;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;9;0,9;;;;
01129;Singel Teldersweg, hoek Krabbestraat;91668;440753;SCHIEL;Schieland;1;;-;;;1997;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;10;0,9;;;;
01130;WATERGANG HAZELAARWEG thv hockeycomplex fietspad;92715;442541;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,9;;;;
01131;Watergang Overschiese Kleiweg, thv gemaal bij volk;90340;439414;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,7;;;;
01132;Ringsloot Zestienhoven, langs Doenkade voor gemaal;91084;441748;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;5;0,9;;;;
01133;GEMAAL KRALINGER ESCH Kralingse Zoom 1 vo krooshek;95732;436212;SCHIEL;Schieland;1;sleutel;-;;;2002;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;5;0,8;;;;
01134;Bergsingel, vanaf brug thv Zestienhovenstraat;91991;438767;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;13;0,8;;;;
01135;WATERGANG s-Gravenweg Kr Kerklaan zuidzijde;96752;437360;SCHIEL;Schieland;1;;-;;;2002;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;7;0,8;;;;
01136;SINGEL SCHIEBROEKS PARK va Berberisweg va brug;92370;442296;SCHIEL;Schieland;1;;M03;;;2003;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;13;9;0,9;;;;
01137;Singel Gerdesiaweg (Jodenvijver), bij Eikenpage, K;94334;437736;SCHIEL;Schieland;3;;-;;;2004;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;Stedelijk;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;;;;
01138;Watergang Kr.Kerklaan, toevoer gemaal i.o nabij me;96465;437223;SCHIEL;Schieland;1;;-;;;2004;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;;;;
01139;INSTROOM GEMAAL RINGDIJK vo krooshek;92374;440953;SCHIEL;Schieland;1;zie 01107;-;;;2005;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Hoofdwatergang;;;;10;0,9;;;;
01140;WATERGANG RINGDIJK va brug Adrianastichting;92408;440791;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;2005;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
01141;WATERGANG RINGDIJK va brug Buitenzorg;92351;440604;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;2005;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
01142;UITSTROOM GEMAAL RINGDIJK eind uitstroomkoker;92431;440920;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;2005;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
01143;Bergse Plassen op de Stromplas, zijde Buitenzorg;92408;440518;SCHIEL;Schieland;1;defosfateringsonderzoek;M27;;;;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;;;Overige watergang;;;;13;0,9;NL39_07a;Bergse Plassen;M27;
01144;SINGEL KOORNWAARDSTR Overschie bushalte Abtsweg;89867;438869;SCHIEL;Schieland;1;;-;;;2006;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;7;0,7;;;;
01145;SINGEL PR MAURITSSGL to nr 19 bij v Staverenstr;88718;439250;SCHIEL;Schieland;1;;-;;;2006;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;4;0,7;;;;
01146;WATERGANG Kastanjesingel va duiker Larikslaan;92045;441844;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,9;;;;
01147;TUSSENBOEZEM Overschiese Kleiweg thv 490 va brug;91174;439918;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;7;0,7;;;;
01148;WATERGANG via Linatebaan Z v gemaal Noorderlaan;89338;440266;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;6,3;0,8;;;;
01149;VIJVER Abr v Rijckevorselweg via fietsp va Toepad;96259;436418;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;5;0,8;;;;
01150;SINGEL Boezembocht langs begraafplaats vo gemaal;93517;439528;SCHIEL;Schieland;1;Boezembocht;-;;;2008;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;;;;
01151;WATERGANG s Gravenweg N-zijde thv Burg Oudlaan;95770;437514;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;4,5;0,8;;;;
01152;SINGEL Essenburgsingel West thv nr 132 a;90163;437370;SCHIEL;Schieland;1;;-;;;2008;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,8;;;;
01153;HFDWATERGANG Achterdijk bij Noorderln va brug;88914;440102;SCHIEL;Schieland;1;;-;;;2010;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Overige watergang;;;;7;0,7;;;;
01154;Inlaatpunt defosfatering KP Rotte;93749;439354;SCHIEL;Schieland;1;;M03;;1;2012;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;Boezem;Regulier;Toevoerkanaal;Rotterdam;1;;Boezem;;;;25;2,65;NL39_01a;Rotteboezem;M3;
01154A;Pompput Kleinpolderplein;89742;438512;SCHIEL;Schieland;3;;-;;;;;Bebouwing;STEDELIJK;Blauw;;Rotterdam;;;Overig;;Rotterdam;;;Overige watergang;;;;7;0,7;;;;
01155;Achter ijzerdosering defosfatering KP;93776;439373;SCHIEL;Schieland;1;;-;;;2012;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;;Regulier;Toevoerkanaal;Rotterdam;1;;Overige watergang;;;;25;2,65;;;;
01156;Halverwege defosfatering en wolvenvallei;94024;439552;SCHIEL;Schieland;1;;M14;;;2012;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;
01157;Waterberging Overschie;89417;438411;SCHIEL;Schieland;1;;-;;;2012;;Bebouwing;STEDELIJK;;1;Rotterdam;;;Regulier;;Rotterdam;;;Hoofdwatergang;;;;5;0,7;;;;
01158;Inlaat defosfatering naar wolvenvallei;94276;439742;SCHIEL;Schieland;1;;M14;;;2013;;Bebouwing;STEDELIJK;Geel;1;Rotterdam;;;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;
01159;Lisvijver, vanaf Lisplein, Rotterdam Noord;92237;439352;SCHIEL;Schieland;1;tbv onderzoek Lisvijver;-;;;2013;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;Noorderkanaal;Rotterdam;1;;Overige watergang;;;;26;1;;;;
01160;Crooswijkse singel va brug Crooswijkseweg;93376;438309;SCHIEL;Schieland;1;;-;;;2014;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;Stedelijk;Regulier;;Rotterdam;1;;Hoofdwatergang;;;;12;0,8;;;;
01161;Begin Wolvenvallei Kralingse Bos voor de waterval;94384;439583;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;NL39_08a;Kralingse Plas;M14;
01162;Vistrap Kralingse Plas vanaf brug Naaldbomenpad;94924;439732;SCHIEL;Schieland;1;;-;;;2016;;Bebouwing;STEDELIJK;;1;Rotterdam;;;Regulier;;Rotterdam;1;;Overige watergang;;;;9;0,8;;;;
01163;Ramlehsloot Z van Kralingse Plaslaan;94395;438608;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;;Regulier;Toevoerkanaal;Rotterdam;;;Overige watergang;;;;25;2,65;NL39_08a;Kralingse Plas;M14;
01164;Park Rozenburg Z van Kralingse Plaslaan;94957;438237;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Groen;1;Rotterdam;;;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;NL39_08a;Kralingse Plas;M14;
01165;Watergang naast plas O van Plaszoom;95361;438078;SCHIEL;Schieland;1;;M14;;;2016;;Bebouwing;STEDELIJK;Blauw;1;Rotterdam;;;Regulier;;Rotterdam;;;Overige watergang;;;;7;0,8;NL39_08a;Kralingse Plas;M14;
01201;GEMAAL DE KOOI Rottekade 1 Bhoek voor krooshek;97221;444811;SCHIEL;Schieland;1;;M03;;1;1978;1;Veen op ongerijpte klei;VEEN;Blauw;1;Lansingerland;;Afvoer/gemaal;Regulier;;Bergschenhoek;1;;Overige watergang;;;;14;1,2;NL39_13a;Polder Bleiswijk;M3;
01202;Duikertocht Sschiebroekseweg, voor duiker westzijd;98109;449190;SCHIEL;Schieland;3;;M03;;;1975;;Water;OVERIG;Groen;;Lansingerland;;Boezem;Regulier;Rotte;Bleiswijk;;;Overige watergang;;;;130;1;NL39_01a;Rotteboezem;M3;
01203;KROMME TOCHT HOEKSEKADE v brug W v Hoeksekade;95680;443313;SCHIEL;Schieland;1;;M03;;;1975;;Veraarde bovengrond op diep veen;VEEN;Geel;1;Lansingerland;;Gras;Regulier;;Bergschenhoek;1;;Hoofdwatergang;;;;9;0,9;NL39_13a;Polder Bleiswijk;M3;
01204;TWEEDE TOCHT bij Lange Vaart Bleiswijk vo duiker;97212;447897;SCHIEL;Schieland;1;;-;;;1975;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;;5;0,7;;;;
01205;DERDE TOCHT KOOILAAN 500m Z v Merenweg va brug;96908;445557;SCHIEL;Schieland;1;;M03;;;1975;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;;11;1,8;NL39_13a;Polder Bleiswijk;M3;
01206;Duikertocht Merenweg afvoer AWZI van brug bij Kooi;97006;446061;SCHIEL;Schieland;3;;M03;;;1975;;Lichte klei met homogeen profiel;KLEI;Blauw;;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;6;1,2;NL39_13a;Polder Bleiswijk;M3;
01207;Afvoertocht Leeuwenakkerweg afvoer AWZI vanaf brug;94420;444213;SCHIEL;Schieland;3;coordinaten zelfde als 01208 X95672 Y443278, lijken niet juist en niet conform omschrijving;-;;;1975;;Lichte klei met homogeen profiel;KLEI;Geel;;Lansingerland;;;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;5;1;;;;
01208;Ringsloot Hoge Bergse Bos halverwege Kromme Tochtw;95672;443278;SCHIEL;Schieland;3;;-;;;1977;;Veraarde bovengrond op diep veen;VEEN;Blauw;;Lansingerland;;Gras;Regulier;;Bergschenhoek;;;Overige watergang;;;;9;0,9;;;;
01209;Ringsloot Hoge Bergse Bos oostringsloot bij Hoekse;96003;443376;SCHIEL;Schieland;3;;-;;;1981;;Veen op ongerijpte klei;VEEN;Blauw;;Lansingerland;;Recreatie;Regulier;;Bergschenhoek;;;Overige watergang;;;;9;0,9;;;;
01210;Tweede tocht polder Bleiswijk, Overbuurtsepolder;95530;448563;SCHIEL;Schieland;3;;-;;;1983;;Lichte klei met homogeen profiel;KLEI;;;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;3;0,5;;;;
01211;Afvoersloot Boterdorpseweg na ter. Boterdorpseweg;93086;444840;SCHIEL;Schieland;3;;-;;;1985;;Lichte klei met homogeen profiel;KLEI;Groen;;Lansingerland;;;Regulier;;Bergschenhoek;;;Overige watergang;;;;5;0,7;;;;
01212;KANAALDUIKERTOCHT Anthuriumweg 100m O v 1e Tocht;95486;446513;SCHIEL;Schieland;1;;M03;;;1987;1;Zavel met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;1;Hoofdwatergang;;;12;7;1,5;NL39_13a;Polder Bleiswijk;M3;
01213;WATERGANG Groendalseweg thv 35 / 37 Bleiswijk;95484;448599;SCHIEL;Schieland;1;;M01A;;;1987;1;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;1;Hoofdwatergang;;;4;3;0,5;;;;
01214;DERDE TOCHT GROENDALSEWEG van duiker zuidzijde;95155;448672;SCHIEL;Schieland;1;;-;;;1989;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;;5;0,7;;;;
01215;TWEEDE TOCHT WEST 50m Z v Boterdorpseweg;93324;444368;SCHIEL;Schieland;1;;-;;;1989;;Veen op ongerijpte klei;VEEN;Blauw;1;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;1;;Overige watergang;;;;9;0,9;;;;
01216;Vijver Ura-strook zuid van Groendalseweg bij lands;94377;448937;SCHIEL;Schieland;1;;-;;;1992;;Lichte klei met homogeen profiel;KLEI;Groen;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;31;1,8;;;;
01218;DERDE TOCHT West Warmoeziersweg to 56 Bhoek;94270;446210;SCHIEL;Schieland;1;;-;;;2002;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bergschenhoek;1;;Hoofdwatergang;;;;3;0,5;;;;
01219;TOCHT GEMAAL AvhHARTWEG Bwijk circa 150 va weg;95343;449313;SCHIEL;Schieland;1;;M01A;;;2002;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;1;;Hoofdwatergang;;;5;4;0,6;;;;
01220;EERSTE TOCHT Oost Jan vd Heijdenstraat va brug;96681;447485;SCHIEL;Schieland;1;;M01A;;;2002;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;1;1;Hoofdwatergang;;;6;4;0,6;;;;
01221;TOCHT v Vredenburchlaan thv Haverveld va brug;93419;444888;SCHIEL;Schieland;1;;M01A;;;2002;;Lichte klei met homogeen profiel;KLEI;Geel;1;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;1;;Hoofdwatergang;;;8;9;0,9;;;;
01222;2e WATERGANG via fietspad A12 N va Kruisweg;97762;449785;SCHIEL;Schieland;1;;-;;;2002;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Akkerbouw;Regulier;;Bleiswijk;1;;Overige watergang;;;;3;0,5;;;;
01223;GEMAAL LANSINGERLAND Rottebandreef voor krooshek;95417;442202;SCHIEL;Schieland;1;Bhoek voor krooshek;-;;1;2008;;Veen op ongerijpte klei;VEEN;Geel;1;Lansingerland;;Afvoer/gemaal;Regulier;;Bergschenhoek;1;;Overige watergang;;;;16;1,5;;;;
01225;WATERGANG Albert v t Hartweg to 24 Bleiswijk;95842;449012;SCHIEL;Schieland;1;;-;;;2009;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;4;0,5;;;;
01226;WATERGANG Groendalseweg to 94 Bleiswijk;94579;448871;SCHIEL;Schieland;1;;-;;;2009;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;2;0,5;;;;
01227;WATERGANG Hyacintenweg to 32 Bleiswijk;94955;448239;SCHIEL;Schieland;1;;-;;;2009;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;4;0,6;;;;
01228;WATERGANG Warmoeziersweg to 60 Bhoek;94251;446185;SCHIEL;Schieland;1;;-;;;2009;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;3;0,5;;;;
01251;Toevoersloot Wildersekade zuidzijde t.h.v. nr. 94;92371;443555;SCHIEL;Schieland;3;;-;;;1989;;Lichte klei met homogeen profiel;KLEI;Blauw;;Rotterdam;;Gras;Regulier;;Rotterdam;;;Hoofdwatergang;;;;3;0,5;;;;
01252;Toevoersloot Wildersekade noordzijde tegenover nr;92431;443550;SCHIEL;Schieland;3;;-;;;1989;;Lichte klei met homogeen profiel;KLEI;Blauw;;Lansingerland;;;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;1,2;0,4;;;;
01253;Vijzelgemaal bergweg noord Bergschenhoek, voor kro;93938;444455;SCHIEL;Schieland;3;;-;;;1989;;Bebouwing;STEDELIJK;Geel;;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;9;0,9;;;;
01254;DUIKERTOCHT Struisvaren to  no.1 vanaf steiger;94363;445196;SCHIEL;Schieland;1;;-;;;1988;;Lichte klei met homogeen profiel;KLEI;Groen;1;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;1;;Overige watergang;;;;10;1;;;;
01255;Kooitocht bij gemaal De Kooi van brug in fietspad.;96961;444733;SCHIEL;Schieland;1;;M03;;;;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;;Regulier;;Bleiswijk;;;Overige watergang;;;;14;1,2;NL39_13a;Polder Bleiswijk;M3;
01256;Duikertocht Merenweg bij Hoekeindseweg west van ba;95953;446377;SCHIEL;Schieland;3;;M03;;;1989;;Bebouwing;STEDELIJK;Blauw;;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;6;1,2;NL39_13a;Polder Bleiswijk;M3;
01257;EERSTE TOCHT MERENWEG vo duiker noordzijde;96328;446299;SCHIEL;Schieland;1;;-;;;1989;;Lichte klei met homogeen profiel;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;4;0,6;;;;
01258;AFVOERTOCHT eind Schreyrackseweg Bhoek va brug;95913;444911;SCHIEL;Schieland;1;;-;;;2005;;Klei met zware tussenlaag of ondergrond;KLEI;Blauw;1;Lansingerland;;Glastuinbouw;Regulier;;Bergschenhoek;1;;Hoofdwatergang;;;;7;0,8;;;;
01259;WATERGANG KONINGSVAREN Bhoek bij Bladmos va brug;93914;445322;SCHIEL;Schieland;1;;-;;;2005;;Lichte klei met homogeen profiel;KLEI;Groen;1;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;;;Overige watergang;;;;5;0,7;;;;
01260;WATERGANG ZWANENSGL Bhoek va Ds van Couwenhoveln;94170;444421;SCHIEL;Schieland;1;;-;;;2005;;Bebouwing;STEDELIJK;Geel;1;Lansingerland;;Stedelijk;Regulier;;Bergschenhoek;;;Hoofdwatergang;;;;5;1;;;;
01261;SLOOT PEPPELDREEF Bwijk va brug G÷tzenhainsingel;96809;446510;SCHIEL;Schieland;1;;-;;;2005;;Lichte klei met homogeen profiel;KLEI;Geel;1;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;5;0,7;;;;
01262;WATERGANG ORION Bleiswijk va brug Sterrenlaan;97223;447336;SCHIEL;Schieland;1;;-;;;2005;;Lichte klei met homogeen profiel;KLEI;Geel;1;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;6;0,8;;;;
01263;Watergang ter hoogte van Marijkelaan 27;95973;447663;SCHIEL;Schieland;1;;-;;;2011;;Bebouwing;STEDELIJK;Blauw;1;Lansingerland;;Stedelijk;Regulier;;Bleiswijk;;;Hoofdwatergang;;;;2;0,4;;;;
02000;Hemelwaterafvoer op sloot C. van Tollaan 23 Capell;96760;437552;SCHIEL;Schieland;3;ivm vissterfte;-;;;1999;;Veraarde bovengrond op diep veen;VEEN;Blauw;;Rotterdam;;;Overig;Ringvaart Polder Pr. Alexander;Rotterdam;;;Overige watergang;;;;15,5;1,12;;;;
02001;Pomp Bizetstraat Capelle aan den IJssel;98281;437023;SCHIEL;Schieland;3;drainwater ivm vissterfte;-;;;1999;;Kleidek op veen;VEEN;Geel;;Capelle aan den Ijssel;;;Overig;;Capelle aan den IJssel;;;Hoofdwatergang;;;;10;0,9;;;;
02003;Pomp Brahmstraat, Capelle aan den IJssel;98669;437393;SCHIEL;Schieland;3;drainwater ivm vissterfte;-;;;1999;;Kleidek op veen;VEEN;Geel;;Capelle aan den Ijssel;;;Overig;;Capelle aan den IJssel;;;Hoofdwatergang;;;;10;0,9;;;;
02004;Pomp Monteverdistraat, Capelle aan den IJssel;98647;437031;SCHIEL;Schieland;3;drainwater ivm vissterfte;-;;;1999;;Klei op veen;KLEI;Geel;;Capelle aan den Ijssel;;;Overig;;Capelle aan den IJssel;;;Hoofdwatergang;;;;11;0,9;;;;
02005;Pomp Sibeliusweg, Capelle aan den IJssel;98706;436851;SCHIEL;Schieland;3;drainwater ivm vissterfte;-;;;1999;;Klei op veen;KLEI;Geel;;Capelle aan den Ijssel;;;Overig;;Capelle aan den IJssel;;;Hoofdwatergang;;;;9;0,9;;;;
02021;Singel Diergaarde Blijdorp;90772;437985;SCHIEL;Schieland;3;;-;;;2000;;Bebouwing;STEDELIJK;Groen;;Rotterdam;;;Overig;;Rotterdam;;;Overige watergang;;;;3;0,6;;;;
02101;Crooswijksesingel bij inlaat (diatomeeenonderzoek;0;0;SCHIEL;Schieland;3;;-;;;2001;;;;;;;;;Overig;;;;;Overige watergang;;;;13;0,8;;;;
02501;Instroomgemaal Airport West;0;0;SCHIEL;Schieland;3;Indcidenteel onderzoek Watergang Airport;-;;;2005;;;;;;;;;Overig;;;;;Overige watergang;;;;13;0,8;;;;
02502;Uitstroomgemaal Airport West;0;0;SCHIEL;Schieland;3;Indcidenteel onderzoek Watergang Airport;-;;;2005;;;;;;;;;Overig;;;;;Overige watergang;;;;13;0,8;;;;
06001;Ringsloot Gouwepark N,langs fietspad A12;104924;448446;SCHIEL;Schieland;3;;-;;;2006;;Veen op ongerijpte klei;VEEN;Groen;;;;;Overig;;;;;Overige watergang;;;;4;0,8;;;;
06002;Ringsloot Gouwepark N-W, langs fietspad km 47.6;104664;448125;SCHIEL;Schieland;3;;-;;;2006;;Veen op ongerijpte klei;VEEN;Groen;;Zuidplas;;;Overig;;Moordrecht;;;Overige watergang;;;;4;0,8;;;;
06003;Ringsloot Gouwepark W, langs fietspas A20;104849;447418;SCHIEL;Schieland;3;;-;;;2006;;Veen op ongerijpte klei;VEEN;Groen;;Zuidplas;;;Overig;;Moordrecht;;;Hoofdwatergang;;;;12;0,6;;;;
06010;Vijver Breedveldsingel/Thorn Prikkerlaan va duiker;94074;441372;SCHIEL;Schieland;3;;-;;;;;Bebouwing;STEDELIJK;Geel;;Rotterdam;;;Regulier;;Rotterdam;;;Hoofdwatergang;;;;9;0,9;;;;
